item_id 名字 等级 职业 
1302081 #c金属风暴 +1等级# 120 1
1302086 #c轻舞飞扬 +1等级\n连环环破 +1等级# 120 1
1302088 Stirge-on-a-String 20 0
1302089 武器 35 0
1302090 Stirge-o-Whip 50 0
1302091 Stirge Grappler 50 0
1302092 Swooping Stirge 60 0
1302093 Frantic Strige 60 0
1302094 Angry Stirge 70 0
1302095 Lifeguard Saver 20 0
1302098 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 20 0
1302099 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 60 0
1302100 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 90 0
1302101 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 120 0
1302105 圣诞六翼天使武器(单手剑) 10 0
1302106 Crystal Blade 50 1
1302107 Black Crystal Blade 100 1
1302112 蝙蝠怪的汤勺 80 1
1302113 蝙蝠怪的坲罗剑 90 1
1302114 GMS Carabella 120 1
1302119 企鹅王的弯刀 35 1
1302120 天使之剑 0 0
1302124 #c网吧专用道具.游戏结束时将会消失.\n# 30 0
1302125 #c网吧专用道具.游戏结束时将会消失.\n# 38 0
1302126 #c网吧专用道具.游戏结束时将会消失.\n# 59 0
1302131 枫叶大将旗 20 0
1302133 #c你能够感受到地狱大公的暗黑\n能量。# 25 1
1312000 双刃斧 10 0
1312001 战斗斧 15 1
1312002 镰刀 15 8
1312003 锂矿斧 25 1
1312004 小斧 0 0
1312005 赤斧 30 1
1312006 大斧 35 1
1312007 青光斧 40 1
1312008 树灵之斧 50 1
1312009 猛禽斧 60 1
1312010 黄金斧 70 1
1312011 花灵之斧 80 1
1312012 乾坤圈 45 0
1312013 判官笔 30 0
1312014 阎王笔 55 0
1312015 战魂之斧 90 1
1312016 青虹斧 20 1
1312017 Chief Axe 0 0
1312018 树灵之斧 35 1
1312019 猛禽斧 50 1
1312020 黄金斧 60 1
1312021 花灵之斧 70 1
1312022 树灵之斧 35 1
1312023 猛禽斧 50 1
1312024 黄金斧 60 1
1312025 花灵之斧 70 1
1312026 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 35 1
1312027 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 50 1
1312028 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 60 1
1312029 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 70 1
1312030 烛影摇红 100 1
1312031 狂龙怒斩 110 1
1312032 枫叶破击斧 64 1
1312033 枫叶3年旗 30 1
1312034 粉色花边游泳圈 30 1
1312035 #c你能够感受到地狱大公的暗黑\n能量。# 30 1
1312036 马来西亚国旗（单手斧） 30 1
1312037 #c轻舞飞扬 +1等级# 120 1
1312038 #c轻舞飞扬 +1等级# 120 1
1312039 圣诞六翼天使武器(单手斧) 10 0
1312042 蝙蝠怪的花灵之斧 80 1
1312043 蝙蝠怪的双利刃斧 90 1
1312044 GMS Axe 120 1
1312045 企鹅王的大斧 35 1
1312046 #c网吧专用道具.游戏结束时将会消失.\n# 59 1
1322000 铁瓜锤 15 3
1322001 锤子 15 0
1322002 钢锤 20 3
1322003 棒棒果 30 0
1322004 奇型锤 25 3
1322005 棍棒 0 0
1322006 钢管 10 0
1322007 皮制手提包 15 0
1322008 007提包 20 0
1322009 马桶吸 25 0
1322010 方形铁铲 15 9
1322011 三角铁铲 20 9
1322012 红色砖头 15 0
1322013 维泽特特殊提包 0 0
1322014 大战斗锤 30 1
1322015 骑士锤 35 1
1322016 重锤 40 1
1322017 旋风锤 50 1
1322018 巨型锤 60 1
1322019 暴风锤 70 1
1322020 黄金暴风锤 75 1
1322021 黑游泳圈 50 0
1322022 红花纹游泳圈 25 0
1322023 蓝花纹游泳圈 0 0
1322024 紫游泳圈 40 0
1322025 救命游泳圈 60 0
1322026 彩虹游泳圈 70 0
1322027 米伽勒的平底锅 30 0
1322028 钉头锤 80 1
1322029 雷神钉 90 1
1322031 葵花宝典 25 0
1322032 铁头锤 10 3
1322033 鬼怪棒 65 0
1322035 大战斗锤 20 1
1322036 旋风锤 35 1
1322037 巨型锤 50 1
1322038 暴风锤 60 1
1322039 钉头锤 70 1
1322040 大战斗锤 20 1
1322041 旋风锤 35 1
1322042 巨型锤 50 1
1322043 暴风锤 60 1
1322044 钉头锤 70 1
1322045 震雷钉 100 1
1322046 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 20 1
1322047 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 35 1
1322048 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 50 1
1322049 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 60 1
1322050 A special lunchbox given to hold roughly 2 weeks' worth of lunch.  Hits hard, hits fast! 70 1
1322051 七夕 22 0
1322052 狂龙地锤 110 1
1322053 黄金锤 0 0
1322054 枫叶地震锤 64 1
1322055 枫叶3年旗 30 1
1322056 粉色花边游泳圈 30 1
1322057 新加坡国旗（单手杖） 30 1
1322058 马来西亚国旗（单手杖） 30 1
1322059 闪亮先生打造的武器。这巨大的锤\n具有了反物质的本能，能使出威力\n无比的重击。 70 1
1322060 #c轻舞飞扬 +1等级# 120 1
1322061 #c连环环破 +1等级# 120 1
1322062 碎颅锤 120 1
1322063 Duck tube 50 0
1322064 Duck tube 100 0
1322065 圣诞六翼天使武器(单手钝器) 10 0
1322068 蝙蝠怪的钉头锤 80 1
1322069 蝙蝠怪的毁灭之锤 90 1
1322072 GMS Flame 120 1
1322073 企鹅王的骑士锤 35 1
1322074 #c网吧专用道具.游戏结束时将会消失.\n# 59 1
1332000 三角刃 12 8
1332001 半月刃 32 8
1332002 三指刃 17 8
1332003 破碎刃 50 8
1332004 双枝短刀 27 8
1332005 刮胡刀 5 0
1332006 战斗短刀 15 9
1332007 短刀 8 0
1332008 牙刀 20 9
1332009 偃月刃 30 9
1332010 钢短刀 25 9
1332011 刺客短刀 40 8
1332012 水晶刃 30 8
1332013 飞影刃 22 8
1332014 暗影刃 35 8
1332015 双翼刃 60 8
1332016 华戟 50 9
1332017 金蛇剑 60 9
1332018 凤凰刃 70 8
1332019 金刚刃 70 9
1332020 太极扇 35 0
1332021 乌龙茶 40 0
1332022 小妖精刀 80 9
1332023 黑精灵拳刃 80 8
1332024 武刀 55 8
1332025 枫叶刃 43 8
1332026 闪电刃 90 9
1332027 飞羽刃 90 8
1332029 双古剑 53 0
1332030 团扇 65 0
1332031 龙刃 40 8
1332032 圣诞树 10 0
1332033 水晶刃 20 8
1332034 破碎刃 35 8
1332035 双翼刃 50 8
1332036 凤凰刃 60 8
1332037 黑精灵拳刃 70 8
1332038 水晶刃 20 8
1332039 破碎刃 35 8
1332040 双翼刃 50 8
1332041 凤凰刃 60 8
1332042 黑精灵拳刃 70 8
1332043 闪亮先生打造的武器。这巨大的锤\n具有了反物质的本能，能使出威力\n无比的重击。 20 8
1332044 闪亮先生打造的武器。这巨大的锤\n具有了反物质的本能，能使出威力\n无比的重击。 35 8
1332045 闪亮先生打造的武器。这巨大的锤\n具有了反物质的本能，能使出威力\n无比的重击。 50 8
1332046 闪亮先生打造的武器。这巨大的锤\n具有了反物质的本能，能使出威力\n无比的重击。 60 8
1332047 闪亮先生打造的武器。这巨大的锤\n具有了反物质的本能，能使出威力\n无比的重击。 70 8
1332049 蝉翼龙牙破 110 9
1332050 半月龙鳞裂 110 8
1332051 黄金双牙钩 100 9
1332052 阴风碎魂刃 100 8
1332053 野外烧烤串 75 0
1332054 闪电飞刀 50 8
1332055 枫叶锁魄铗 64 8
1332056 枫叶追魂刺 64 8
1332057 枫叶3年旗 30 8
1332059 粉色花边游泳圈 30 8
1332060 新加坡国旗（短剑） 30 8
1332061 马来西亚国旗（短剑） 30 8
1332063 初级盗贼的短剑 10 8
1332064 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 70 8
1332065 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 70 9
1332066 新手刮胡刀 5 0
1332067 Maku(LUK) 10 8
1332068 Makusuma(LUK) 40 8
1332069 Makumagna(LUK) 80 8
1332070 Maku(STR) 10 8
1332071 Makusuma(STR) 40 8
1332072 Makumagna(STR) 80 8
1332073 #c一出双击 +1等级# 120 9
1332074 #c一出双击 +1等级# 120 8
1332075 #c一出双击 +1等级# 120 9
1332076 #c一出双击 +1等级# 120 8
1332077 Raven's Beak 80 8
1332078 Night Raven's Beak 90 8
1332079 Dawn Raven's Beak 90 8
1332080 Dusk Raven's Beak 80 8
1332081 圣诞六翼天使武器(短剑) 10 8
1332084 蝙蝠怪的小妖精刀 80 9
1332085 蝙蝠怪的黑精灵拳刃 80 8
1332086 蝙蝠怪的可撒之剑 90 9
1332087 蝙蝠怪的霸杰之刃 90 8
1332088 企鹅王的暗影刃 35 8
1332093 #c网吧专用道具.游戏结束时将会消失.\n# 38 8
1332094 #c网吧专用道具.游戏结束时将会消失.\n# 59 8
1332095 #c网吧专用道具.游戏结束时将会消失.\n# 59 8
1332099 #c你能够感受到地狱大公的暗黑\n能量。# 25 8
1372000 妖精短杖 38 2
1372001 法师短杖 33 2
1372002 金属短杖 18 2
1372003 锂矿短杖 28 2
1372004 冰精短杖 23 2
1372005 木制短杖 8 0
1372006 高级木制短杖 13 0
1372007 大魔法师短杖 48 2
1372008 金属短杖 60 2
1372009 慈悲为怀 88 2
1372010 嗜魂法杖 98 2
1372011 羽扇 50 2
1372012 水晶短杖 38 2
1372014 火焰之杖 58 2
1372015 天使之翼 68 2
1372016 凤凰短杖 78 2
1372017 领路灯 41 0
1372018 法师短杖 18 2
1372019 大魔法师短杖 38 2
1372020 火焰之杖 48 2
1372021 天使之翼 58 2
1372022 法师短杖 18 2
1372023 大魔法师短杖 38 2
1372024 火焰之杖 48 2
1372025 天使之翼 58 2
1372026 必须装备#c单手钝器、单手剑、\n单手斧、短刀#才可以使用。 8 2
1372027 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 18 2
1372028 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 38 2
1372029 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 48 2
1372030 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 58 2
1372031 圣贤短杖 54 0
1372032 佘太君龙杖 108 2
1372033 圣贤短杖 54 0
1372034 枫叶仙姬杖 64 2
1372035 火灵珠短杖 70 2
1372036 毒灵珠短杖 70 2
1372037 冰灵珠短杖 70 2
1372038 雷灵珠短杖 70 2
1372039 爆炎之杖 130 2
1372040 剧毒之杖 130 2
1372041 寒冰之杖 130 2
1372042 狂雷之杖 130 2
1372043 初级魔法师的杖 8 2
1372044 #c连环爆破 +1等级\n链环闪电 +1等级\n光芒飞箭 +1等级# 118 2
1372045 #c连环爆破 +1等级\n链环闪电 +1等级\n光芒飞箭 +1等级# 118 2
1372046 圣诞六翼天使武器(短杖) 10 2
1372049 扎昆的树枝 10 0
1372050 蝙蝠怪的圣令牌 88 2
1372051 蝙蝠怪的凤凰短杖 78 2
1372053 企鹅王的法师短杖 33 2
1372056 #c网吧专用道具.游戏结束时将会消失.\n# 59 2
1372058 #c你能够感受到地狱大公的暗黑\n能量。# 25 2
1382000 木制长杖 10 2
1382001 精灵长杖 45 2
1382002 法师长杖 25 2
1382003 蓝宝石长杖 15 2
1382004 古树长杖 20 2
1382005 祖母绿长杖 15 2
1382006 白龙之杖 55 2
1382007 魔灵之翼 65 2
1382008 魔灵之魂 85 2
1382009 枫叶权杖 35 2
1382010 死灵法杖 75 2
1382011 枫树杖 51 2
1382012 枫叶杖 43 2
1382014 孙家之杖 52 2
1382015 毒蘑菇 30 2
1382016 香菇 92 2
1382017 金轮杖 30 2
1382018 翡翠之杖 35 2
1382019 护法之杖 40 2
1382020 精灵长杖 35 2
1382021 白龙之杖 45 2
1382022 魔灵之翼 55 2
1382023 死灵法杖 65 2
1382024 魔灵之魂 75 2
1382025 精灵长杖 35 2
1382026 白龙之杖 45 2
1382027 魔灵之翼 55 2
1382028 死灵法杖 65 2
1382029 魔灵之魂 75 2
1382030 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 35 2
1382031 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 45 2
1382032 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 55 2
1382033 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 65 2
1382034 闪亮先生打造的武器。这把轻巧的\n短剑能使出星球爆炸的威力。 75 2
1382035 冰肌玲珑杖 95 2
1382036 黑精灵王杖 110 2
1382037 偃月之杖 102 2
1382039 枫叶丹心杖 64 2
1382040 枫叶3年旗 30 2
1382041 夜行权杖 43 2
1382042 粉色花边游泳圈 30 2
1382043 新加坡国旗（长杖） 30 2
1382044 马来西亚国旗（长杖） 30 2
1382045 火灵珠长杖 103 2
1382046 毒灵珠长杖 103 2
1382047 冰灵珠长杖 103 2
1382048 雷灵珠长杖 103 2
1382049 朱雀长杖 163 2
1382050 玄武长杖 163 2
1382051 白虎长杖 163 2
1382052 青龙长杖 163 2
1382053 闪亮先生打造的武器。这长仗聚合\n了乱世的魔力，能使出惊天动地的\n威力。 70 2
1382054 埋没 10 2
1382055 Umarusuma 40 2
1382056 Umarumagna 80 2
1382057 #c连环爆破 +1等级\n链环闪电 +1等级\n光芒飞箭 +1等级# 120 2
1382059 #c连环爆破 +1等级\n链环闪电 +1等级\n光芒飞箭 +1等级# 120 2
1382060 绯红法杖 100 2
1382062 圣诞六翼天使武器(长杖) 10 2
1382066 蝙蝠怪的魔灵之魂 85 2
1382067 蝙蝠怪的怒涛之杖 95 2
1382068 #c精神強力 +1级#\\n#c 以10%机率30秒内每秒给予120的追加伤害。 58 2
1382070 企鹅王的翡翠之杖 35 2
1382074 #c网吧专用道具.游戏结束时将会消失.\n# 30 2
1382075 #c网吧专用道具.游戏结束时将会消失.\n# 38 2
1382076 #c网吧专用道具.游戏结束时将会消失.\n# 59 2
1382080 #c你能够感受到地狱大公的暗黑\n能量。# 25 2
1392000 必须装备#c单手钝器、单手剑、\n单手斧、短刀#才可以使用。 0 0
1402000 双手剑 20 1
1402001 木剑 10 13
1402002 大刀 30 1
1402003 虎剑 50 1
1402004 青云剑 80 1
1402005 斩魔刀 90 1
1402006 高原之剑 35 1
1402007 半月巨刀 40 1
1402008 钢铁剑 25 1
1402009 木球棍 0 0
1402010 铝球棍 30 0
1402011 无极剑 60 1
1402012 霸王剑 70 1
1402013 白日剑 50 0
1402014 温度计 10 0
1402015 亚历山大之剑 80 1
1402016 所罗门之剑 90 1
1402017 船长佩剑 65 1
1402018 幻木剑 15 1
1402019 大刀 20 1
1402020 虎剑 35 1
1402021 无极剑 50 1
1402022 霸王剑 60 1
1402023 亚历山大之剑 70 1
1402024 大刀 20 1
1402025 虎剑 35 1
1402026 无极剑 50 1
1402027 霸王剑 60 1
1402028 亚历山大之剑 70 1
1402029 鬼刺狼牙棒 45 0
1402030 闪亮先生打造的武器。这长仗聚合\n了乱世的魔力，能使出惊天动地的\n威力。 20 1
1402031 闪亮先生打造的武器。这长仗聚合\n了乱世的魔力，能使出惊天动地的\n威力。 35 1
1402032 闪亮先生打造的武器。这长仗聚合\n了乱世的魔力，能使出惊天动地的\n威力。 50 1
1402033 闪亮先生打造的武器。这长仗聚合\n了乱世的魔力，能使出惊天动地的\n威力。 60 1
1402034 闪亮先生打造的武器。这长仗聚合\n了乱世的魔力，能使出惊天动地的\n威力。 70 1
1402035 斩天刀 100 1
1402036 飞龙巨剑 110 1
1402037 龙背刃 100 1
1402039 枫叶枭首剑 64 1
1402040 枫叶3年旗 30 1
1402041 粉色花边游泳圈 30 1
1402042 新加坡国旗（双手剑） 30 1
1402043 必须装备#c单手钝器、单手剑、\n单手斧、短刀#才可以使用。 30 1
1402044 南瓜灯笼 30 0
1402045 Tiger's Fang 50 1
1402046 #c轻舞飞扬 +1等级\n连环环破 +1等级# 120 1
1402047 #c轻舞飞扬 +1等级\n连环环破 +1等级# 120 1
1402048 乌之翼 80 1
1402049 暗乌之翼 90 1
1402050 黎明乌之翼 90 1
1402051 黄昏乌之翼 80 1
1402053 圣诞六翼天使武器(双手剑) 10 1
1402056 蝙蝠怪的青云剑 80 1
1402057 蝙蝠怪的亚历山大之剑 80 1
1402058 蝙蝠怪的斩魔刀 90 1
1402059 蝙蝠怪的双手镭剑 90 1
1402061 GMS Claymore 120 1
1402062 #c金属风暴 +1等级# 58 1
1402064 企鹅王的高原之剑 35 1
1402068 #c网吧专用道具.游戏结束时将会消失.\n# 59 1
1402072 #c你能够感受到地狱大公的暗黑\n能量。# 25 1
1412000 双手斧 25 1
1412001 铁斧 10 13
1412002 钢铁斧 20 1
1412003 太阳之斧 50 1
1412004 绿蛇刀 35 1
1412005 格斗斧 40 1
1412006 重型巨斧 30 1
1412007 光明斧 60 1
1412008 雷电斧 70 1
1412009 大力神之斧 80 1
1412010 项羽之斧 90 1
1412011 枫叶斧 43 1
1412012 伐木斧 15 1
1412013 太阳之斧 35 1
1412014 光明斧 50 1
1412015 雷电斧 60 1
1412016 大力神之斧 70 1
1412017 太阳之斧 35 1
1412018 光明斧 50 1
1412019 雷电斧 60 1
1412020 大力神之斧 70 1
1412021 龙魂祭 100 1
1412022 闪亮先生打造的武器。这长仗聚合\n了乱世的魔力，能使出惊天动地的\n威力。 35 1
1412023 闪亮先生打造的武器。这长仗聚合\n了乱世的魔力，能使出惊天动地的\n威力。 50 1
1412024 闪亮先生打造的武器。这长仗聚合\n了乱世的魔力，能使出惊天动地的\n威力。 60 1
1412025 闪亮先生打造的武器。这长仗聚合\n了乱世的魔力，能使出惊天动地的\n威力。 70 1
1412026 炼狱魔龙斧 110 1
1412027 枫叶乾坤轮 64 1
1412028 枫叶3年旗 30 1
1412029 粉色花边游泳圈 30 1
1412030 新加坡国旗（双手斧） 30 1
1412031 马来西亚国旗（双手斧） 30 1
1412032 闪亮先生打造的武器。 这致命的\n斧头能在眨眼间摧毁敌人。 70 1
1412033 #c轻舞飞扬 +1等级# 120 1
1412034 #c轻舞飞扬 +1等级# 120 1
1412035 圣诞六翼天使武器(双手斧) 10 1
1412038 蝙蝠怪的大力神之斧 80 1
1412039 蝙蝠怪的格洛斧 90 1
1412040 #c你能够感受到地狱大公的暗黑\n能量。# 90 1
1412041 GMS Battle Axe 120 1
1412042 企鹅王的绿蛇刀 35 1
1412043 #c网吧专用道具.游戏结束时将会消失.\n# 38 1
1412044 #c网吧专用道具.游戏结束时将会消失.\n# 59 1
1412046 #c你能够感受到地狱大公的暗黑\n能量。# 25 1
1422000 木锤 10 13
1422001 锂矿锤 30 1
1422002 钢铁圆锤 15 1
1422003 方形锤子 20 1
1422004 板手 25 13
1422005 黄金锤 50 1
1422006 十字镐 20 9
1422007 巨人锤 40 1
1422008 大锤 35 1
1422009 妖精之锤 60 1
1422010 封魂之锤 70 1
1422011 酒瓶 30 -1
1422012 雷神之锤 80 1
1422013 狮子之魂 90 1
1422014 枫叶锤 43 1
1422015 黄金锤 35 1
1422016 妖精之锤 50 1
1422017 封魂之锤 60 1
1422018 雷神之锤 70 1
1422019 黄金锤 35 1
1422020 妖精之锤 50 1
1422021 封魂之锤 60 1
1422022 雷神之锤 70 1
1422023 闪亮先生打造的武器。 这致命的\n斧头能在眨眼间摧毁敌人。 35 1
1422024 闪亮先生打造的武器。 这致命的\n斧头能在眨眼间摧毁敌人。 50 1
1422025 闪亮先生打造的武器。 这致命的\n斧头能在眨眼间摧毁敌人。 60 1
1422026 闪亮先生打造的武器。 这致命的\n斧头能在眨眼间摧毁敌人。 70 1
1422027 泰坦之锤 100 1
1422028 金龙轰天锤 110 1
1422029 枫叶轰天镗 64 1
1422030 粉红海豹抱枕 105 1
1422031 蓝色海豹抱枕 105 1
1422032 枫叶3年旗 30 1
1422033 粉色花边游泳圈 30 1
1422034 新加坡国旗（双手杖） 30 1
1422035 必须装备#c单手钝器、单手剑、\n单手斧、短刀#才可以使用。 30 1
1422036 玩具匠人的锤子 40 0
1422037 #c连环环破 +1等级# 120 1
1422038 #c连环环破 +1等级# 120 1
1422039 圣诞六翼天使武器(双手钝器) 10 1
1422042 蝙蝠怪的雷神之锤 80 1
1422043 蝙蝠怪的镭奥钉锤 90 1
1422044 GMS Maul 120 1
1422045 企鹅王的大锤 35 1
1422046 #c网吧专用道具.游戏结束时将会消失.\n# 38 1
1422047 #c网吧专用道具.游戏结束时将会消失.\n# 59 1
1432000 长枪 10 13
1432001 叉枪 15 13
1432002 三支枪 30 1
1432003 刺枪 35 1
1432004 长八蛇矛 50 1
1432005 双天戟 40 1
1432006 十字枪 60 1
1432007 银龙枪 70 1
1432008 海神叉 20 0
1432009 木精灵枪 20 0
1432010 奥丁手戟 80 1
1432011 寒冰破魔枪 90 1
1432012 枫叶枪 43 1
1432013 南瓜枪 25 0
1432014 海神叉 20 0
1432015 红色滑雪板 13 0
1432016 橙色滑雪板 33 0
1432017 绿色滑雪板 55 0
1432018 蓝色滑雪板 85 0
1432019 三支枪 20 1
1432020 长八蛇矛 35 1
1432021 十字枪 50 1
1432022 银龙枪 60 1
1432023 奥丁手戟 70 1
1432024 三支枪 20 1
1432025 长八蛇矛 35 1
1432026 十字枪 50 1
1432027 银龙枪 60 1
1432028 奥丁手戟 70 1
1432029 必须装备#c单手钝器、单手剑、\n单手斧、短刀#才可以使用。 10 1
1432030 红莲落神枪 100 1
1432031 闪亮先生打造的武器。 这致命的\n斧头能在眨眼间摧毁敌人。 20 1
1432032 闪亮先生打造的武器。 这致命的\n斧头能在眨眼间摧毁敌人。 35 1
1432033 闪亮先生打造的武器。 这致命的\n斧头能在眨眼间摧毁敌人。 50 1
1432034 闪亮先生打造的武器。 这致命的\n斧头能在眨眼间摧毁敌人。 60 1
1432035 闪亮先生打造的武器。 这致命的\n斧头能在眨眼间摧毁敌人。 70 1
1432038 盘龙七冲枪 110 1
1432039 钓鱼竿 45 0
1432040 枫叶钻天枪 64 1
1432041 枫叶3年旗 30 1
1432042 粉色花边游泳圈 30 1
1432043 新加坡国旗（枪） 30 1
1432044 马来西亚国旗（枪） 30 1
1432045 闪亮先生打造的武器。这长枪具有\n焰阳的火焰可火吞敌人。 70 1
1432046 圣诞树手杖 30 0
1432047 #c灵魂助力 +1等级# 120 1
1432048 铲子 105 1
1432049 #c灵魂助力 +1等级# 120 1
1432050 圣诞六翼天使武器(枪) 10 1
1432054 蝙蝠怪的奥丁手戟 80 1
1432055 蝙蝠怪的佛罗利刃 90 1
1432056 暴风枪 100 1
1432057 企鹅王的刺枪 35 1
1432058 #c网吧专用道具.游戏结束时将会消失.\n# 38 1
1432059 #c网吧专用道具.游戏结束时将会消失.\n# 59 1
1432061 #c你能够感受到地狱大公的暗黑\n能量。# 25 1
1442000 铁戟 10 13
1442001 锂矿戟 30 1
1442002 月灵戟 120 1
1442003 斧戟 35 1
1442004 拖把 25 13
1442005 九龙刀 50 1
1442006 蓝铁锤 15 1
1442007 幻影 20 1
1442008 黄龙刀 70 1
1442009 月牙戟 40 1
1442010 方天戟 60 1
1442011 冲浪板 30 0
1442012 天空雪板 0 0
1442013 沧海雪板 12 0
1442014 银雪板 24 0
1442015 黄金雪板 36 0
1442016 黑雪板 48 0
1442017 赤血雪板 60 0
1442018 冻冻鱼 20 -1
1442019 月神刀 80 1
1442020 巨灵开山斧 90 1
1442021 黄拖把 13 0
1442022 白拖把 65 0
1442023 黑拖把 36 -1
1442024 枫叶矛 43 1
1442025 青龙偃月刀 48 0
1442026 红色冲浪板 95 0
1442027 绿色冲浪板 55 0
1442028 蓝色冲浪板 45 0
1442029 紫色冲浪板 15 0
1442030 枫之雪板 70 0
1442031 九龙刀 35 1
1442032 方天戟 50 1
1442033 黄龙刀 60 1
1442034 月神刀 70 1
1442035 九龙刀 35 1
1442036 方天戟 50 1
1442037 黄龙刀 60 1
1442038 月神刀 70 1
1442039 冻冻鱼 10 0
1442040 闪亮先生打造的武器。这长枪具有\n焰阳的火焰可火吞敌人。 35 1
1442041 闪亮先生打造的武器。这长枪具有\n焰阳的火焰可火吞敌人。 50 1
1442042 闪亮先生打造的武器。这长枪具有\n焰阳的火焰可火吞敌人。 60 1
1442043 闪亮先生打造的武器。这长枪具有\n焰阳的火焰可火吞敌人。 70 1
1442044 战魂斗杀戟 100 1
1442045 血龙神斧 110 1
1442046 超级滑雪板 50 0
1442047 黄色情人玫瑰 0 0
1442048 红色情人玫瑰 12 0
1442049 蓝色情人玫瑰 48 0
1442050 白色情人玫瑰 24 0
1442051 枫叶战斧 64 1
1442052 枫叶3年旗 30 1
1442053 粉色花边游泳圈 30 1
1442054 红色滑水板 15 0
1442055 绿色滑水板 45 0
1442056 蓝色滑水板 55 0
1442057 紫色滑水板 95 0
1442058 新加坡国旗（矛） 30 1
1442059 必须装备#c单手钝器、单手剑、\n单手斧、短刀#才可以使用。 30 1
1442060 闪亮先生打造的武器。这传说中的\n战斧能够增强使用者的意志力。 70 1
1442061 德拉马仙人掌 30 0
1442063 #c灵魂助力 +1等级# 120 1
1442065 蓝色冲浪板 30 0
1442066 红色冲浪板 55 0
1442067 #c灵魂助力 +1等级# 120 1
1442068 绯红弯刃 100 0
1442071 圣诞六翼天使武器(矛) 10 1
1442074 蝙蝠怪的月神刀 80 1
1442075 蝙蝠怪的飞翔斧 90 1
1442077 练习用矛 10 1
1442078 #c 5%的几率在10秒内每秒造成300的额外伤害。 58 1
1442079 基本矛 0 0
1442080 钢铁战斧 30 1
1442081 特鲁给的秘银矛。连接中断后自动\n消失。 29 1
1442082 企鹅王的斧戟 35 1
1442083 #c网吧专用道具.游戏结束时将会消失.\n# 38 1
1442084 #c网吧专用道具.游戏结束时将会消失.\n# 59 1
1442103 必须装备#c单手钝器、单手剑、\n单手斧、短刀#才可以使用。 25 1
1452000 战斗弓 25 4
1452001 打猎弓 20 4
1452002 长弓 10 4
1452003 钢铁弓 15 4
1452004 凤凰之弓 60 4
1452005 雷电 30 4
1452006 火焰之弓 35 4
1452007 暴风弓 40 4
1452008 天弓 50 4
1452009 赤神弓 70 4
1452010 青神弓 70 4
1452011 黄神弓 70 4
1452012 青龙弓 80 4
1452013 朱雀弓 80 4
1452014 黄虎弓 80 4
1452015 玄武弓 80 4
1452016 漂云之弓 35 4
1452017 魔翼之弓 90 4
1452018 天蝎之弓 65 4
1452019 天鹰弓(白) 100 4
1452020 天鹰弓(黄) 100 4
1452021 天鹰弓(黑) 100 4
1452022 枫叶弓 43 4
1452023 曹家之弓 54 4
1452025 蓝色梅杜斯 90 4
1452026 黑色梅杜斯 90 4
1452027 雷电 20 4
1452028 天弓 35 4
1452029 凤凰之弓 50 4
1452030 黄神弓 60 4
1452031 玄武弓 70 4
1452032 雷电 20 4
1452033 天弓 35 4
1452034 凤凰之弓 50 4
1452035 黄神弓 60 4
1452036 玄武弓 70 4
1452037 必须装备#c单手钝器、单手剑、\n单手斧、短刀#才可以使用。 10 4
1452038 闪亮先生打造的武器。这传说中的\n战斧能够增强使用者的意志力。 20 4
1452039 闪亮先生打造的武器。这传说中的\n战斧能够增强使用者的意志力。 35 4
1452040 闪亮先生打造的武器。这传说中的\n战斧能够增强使用者的意志力。 50 4
1452041 闪亮先生打造的武器。这传说中的\n战斧能够增强使用者的意志力。 60 4
1452042 闪亮先生打造的武器。这传说中的\n战斧能够增强使用者的意志力。 70 4
1452044 金龙振翅弓 110 4
1452045 枫叶HAPPY弓 64 4
1452046 枫叶3年旗 30 4
